order_id,line_no,product_id,quantity,list_price,discount_amount,unit_price
O000363,3,P0115,1,1419.0,283.8,1135.2
O000363,4,P0085,2,3342.0,835.5,2506.5
O000364,1,P0070,1,1118.0,55.9,1062.1
O000364,2,P0042,1,3764.0,376.4,3387.6
O000364,3,P0033,2,13346.0,1334.6,12011.4
O000364,4,P0085,1,3342.0,167.1,3174.9
O000365,1,P0008,1,40335.0,0.0,40335.0
O000365,2,P0035,1,3213.0,803.25,2409.75
O000365,3,P0113,1,14720.0,2208.0,12512.0
O000365,4,P0099,1,81251.0,16250.2,65000.8
O000366,1,P0085,1,3342.0,0.0,3342.0
O000366,2,P0040,1,8368.0,2092.0,6276.0
O000367,1,P0033,3,13346.0,0.0,13346.0
O000368,1,P0078,1,8785.0,878.5,7906.5
O000368,2,P0095,2,1968.0,98.4,1869.6
O000369,1,P0063,1,8616.0,2154.0,6462.0
O000369,2,P0056,1,61408.0,9211.2,52196.8
O000369,3,P0070,1,1118.0,0.0,1118.0
O000370,1,P0003,2,2217.0,332.55,1884.45
O000370,2,P0120,1,3461.0,173.05,3287.95
O000370,3,P0080,1,1759.0,263.85,1495.15
O000371,1,P0110,1,1333.0,66.65,1266.35
O000371,2,P0120,1,3461.0,173.05,3287.95
O000371,3,P0111,1,1507.0,301.4,1205.6
O000372,1,P0083,1,3339.0,166.95,3172.05
O000372,2,P0094,2,3152.0,472.8,2679.2
O000372,3,P0084,1,33279.0,0.0,33279.0
O000372,4,P0075,1,3860.0,193.0,3667.0
O000372,5,P0010,1,7032.0,0.0,7032.0
O000373,1,P0071,2,1579.0,0.0,1579.0
O000373,2,P0060,2,1117.0,0.0,1117.0
O000374,1,P0007,1,4806.0,720.9,4085.1
O000375,1,P0027,1,12202.0,1220.2,10981.8
O000375,2,P0081,1,5436.0,1359.0,4077.0
O000375,3,P0114,3,11162.0,558.1,10603.9
O000375,4,P0057,1,1050.0,0.0,1050.0
O000375,5,P0071,2,1579.0,315.8,1263.2
O000376,1,P0110,1,1333.0,0.0,1333.0
O000376,2,P0034,2,1724.0,344.8,1379.2
O000377,1,P0091,2,4351.0,652.65,3698.35
O000377,2,P0017,1,3533.0,529.95,3003.05
O000378,1,P0069,2,4733.0,1183.25,3549.75
O000378,2,P0016,1,1792.0,268.8,1523.2
O000378,3,P0036,1,68685.0,17171.25,51513.75
O000379,1,P0062,1,4304.0,0.0,4304.0
O000380,1,P0107,1,11972.0,1197.2,10774.8
O000380,2,P0024,1,66.0,0.0,66.0
O000381,1,P0061,1,55744.0,0.0,55744.0
O000381,2,P0120,1,3461.0,0.0,3461.0
O000381,3,P0048,2,21164.0,3174.6,17989.4
O000382,1,P0088,2,4772.0,238.6,4533.4
O000383,1,P0025,2,9332.0,933.2,8398.8
O000383,2,P0048,1,21164.0,4232.8,16931.2
O000384,1,P0112,1,4364.0,436.4,3927.6
O000384,2,P0055,2,24505.0,2450.5,22054.5
O000384,3,P0074,1,65786.0,0.0,65786.0
O000385,1,P0049,1,13599.0,679.95,12919.05
O000385,2,P0024,2,66.0,3.3,62.7
O000386,1,P0061,1,55744.0,0.0,55744.0
O000386,2,P0041,1,1356.0,203.4,1152.6
O000386,3,P0051,1,2113.0,0.0,2113.0
O000386,4,P0091,2,4351.0,870.2,3480.8
O000386,5,P0072,2,14849.0,0.0,14849.0
O000387,1,P0050,1,27362.0,0.0,27362.0
O000388,1,P0102,3,18580.0,929.0,17651.0
O000388,2,P0063,2,8616.0,2154.0,6462.0
O000388,3,P0112,1,4364.0,0.0,4364.0
O000388,4,P0110,1,1333.0,0.0,1333.0
O000389,1,P0011,1,2875.0,0.0,2875.0
O000389,2,P0092,1,1619.0,80.95,1538.05
O000389,3,P0055,1,24505.0,0.0,24505.0
O000389,4,P0074,3,65786.0,0.0,65786.0
O000389,5,P0038,1,73655.0,0.0,73655.0
O000390,1,P0084,2,33279.0,0.0,33279.0
O000390,2,P0108,3,1571.0,78.55,1492.45
O000390,3,P0070,1,1118.0,0.0,1118.0
O000390,4,P0080,1,1759.0,0.0,1759.0
O000391,1,P0102,1,18580.0,0.0,18580.0
O000391,2,P0077,1,1721.0,430.25,1290.75
O000391,3,P0004,1,1954.0,0.0,1954.0
O000391,4,P0071,1,1579.0,0.0,1579.0
O000392,1,P0079,1,650.0,0.0,650.0
O000393,1,P0066,1,6476.0,1619.0,4857.0
O000393,2,P0094,1,3152.0,630.4,2521.6
O000393,3,P0031,1,273.0,68.25,204.75
O000393,4,P0058,1,5583.0,1395.75,4187.25
O000393,5,P0054,1,151.0,37.75,113.25
O000394,1,P0120,1,3461.0,519.15,2941.85
O000394,2,P0009,1,699.0,0.0,699.0
O000395,1,P0025,1,9332.0,0.0,9332.0
O000395,2,P0116,1,8882.0,0.0,8882.0
O000395,3,P0057,1,1050.0,0.0,1050.0
O000396,1,P0068,1,1096.0,0.0,1096.0
O000396,2,P0024,1,66.0,13.2,52.8
O000396,3,P0053,1,4256.0,1064.0,3192.0
O000396,4,P0011,2,2875.0,0.0,2875.0
O000396,5,P0091,2,4351.0,435.1,3915.9
O000397,1,P0022,2,13558.0,0.0,13558.0
O000397,2,P0062,1,4304.0,645.6,3658.4
O000398,1,P0021,1,967.0,96.7,870.3
O000399,1,P0057,1,1050.0,0.0,1050.0
O000399,2,P0095,1,1968.0,0.0,1968.0
O000399,3,P0015,2,1188.0,0.0,1188.0
O000400,1,P0009,1,699.0,104.85,594.15
O000400,2,P0099,1,81251.0,8125.1,73125.9
O000400,3,P0048,1,21164.0,1058.2,20105.8
O000401,1,P0020,1,1902.0,190.2,1711.8
O000402,1,P0066,1,6476.0,647.6,5828.4
O000403,1,P0035,1,3213.0,0.0,3213.0
O000403,2,P0071,1,1579.0,394.75,1184.25
O000403,3,P0097,1,14550.0,1455.0,13095.0
O000404,1,P0034,2,1724.0,0.0,1724.0
O000404,2,P0092,1,1619.0,161.9,1457.1
O000404,3,P0015,1,1188.0,59.4,1128.6
O000405,1,P0086,1,1905.0,95.25,1809.75
O000405,2,P0052,3,63069.0,15767.25,47301.75
O000405,3,P0080,2,1759.0,263.85,1495.15
O000405,4,P0064,1,9646.0,0.0,9646.0
O000405,5,P0067,1,2163.0,0.0,2163.0
O000406,1,P0010,1,7032.0,1758.0,5274.0
O000407,1,P0120,1,3461.0,519.15,2941.85
O000407,2,P0056,1,61408.0,0.0,61408.0
O000407,3,P0048,1,21164.0,2116.4,19047.6
O000407,4,P0068,1,1096.0,0.0,1096.0
O000407,5,P0058,2,5583.0,279.15,5303.85
O000408,1,P0101,1,563.0,28.15,534.85
O000409,1,P0031,2,273.0,0.0,273.0
O000410,1,P0045,1,873.0,130.95,742.05
O000410,2,P0096,2,2631.0,0.0,2631.0
O000411,1,P0110,2,1333.0,0.0,1333.0
O000411,2,P0041,1,1356.0,0.0,1356.0
O000411,3,P0084,1,33279.0,4991.85,28287.15
O000411,4,P0115,2,1419.0,212.85,1206.15
O000412,1,P0059,2,7335.0,1833.75,5501.25
O000412,2,P0017,1,3533.0,353.3,3179.7
O000412,3,P0069,2,4733.0,0.0,4733.0
O000413,1,P0041,2,1356.0,67.8,1288.2
O000413,2,P0037,1,9916.0,0.0,9916.0
O000413,3,P0039,1,8497.0,2124.25,6372.75
O000413,4,P0064,1,9646.0,0.0,9646.0
O000413,5,P0009,2,699.0,104.85,594.15
O000414,1,P0108,1,1571.0,314.2,1256.8
O000414,2,P0031,1,273.0,0.0,273.0
O000414,3,P0084,1,33279.0,4991.85,28287.15
O000414,4,P0079,1,650.0,0.0,650.0
O000415,1,P0062,3,4304.0,0.0,4304.0
O000415,2,P0028,1,1432.0,71.6,1360.4
O000415,3,P0050,1,27362.0,6840.5,20521.5
O000415,4,P0112,1,4364.0,436.4,3927.6
O000416,1,P0027,1,12202.0,0.0,12202.0
O000416,2,P0068,1,1096.0,274.0,822.0
O000417,1,P0041,1,1356.0,135.6,1220.4
O000417,2,P0037,1,9916.0,495.8,9420.2
O000417,3,P0046,1,413.0,61.95,351.05
O000417,4,P0028,1,1432.0,214.8,1217.2
O000418,1,P0089,2,12354.0,2470.8,9883.2
O000418,2,P0019,1,19838.0,2975.7,16862.3
O000418,3,P0061,1,55744.0,11148.8,44595.2
O000419,1,P0008,1,40335.0,6050.25,34284.75
O000420,1,P0042,1,3764.0,188.2,3575.8
O000421,1,P0071,1,1579.0,0.0,1579.0
O000422,1,P0096,2,2631.0,0.0,2631.0
O000422,2,P0101,1,563.0,28.15,534.85
O000423,1,P0118,3,2927.0,0.0,2927.0
O000424,1,P0013,1,5453.0,545.3,4907.7
O000424,2,P0109,2,12274.0,1841.1,10432.9
O000424,3,P0101,1,563.0,0.0,563.0
O000425,1,P0103,1,9427.0,0.0,9427.0
O000425,2,P0109,1,12274.0,0.0,12274.0
O000426,1,P0026,1,11042.0,2760.5,8281.5
O000427,1,P0084,2,33279.0,8319.75,24959.25
O000427,2,P0054,2,151.0,37.75,113.25
O000428,1,P0029,2,1848.0,92.4,1755.6
O000429,1,P0100,2,17072.0,4268.0,12804.0
O000430,1,P0109,1,12274.0,0.0,12274.0
O000430,2,P0114,2,11162.0,0.0,11162.0
O000430,3,P0039,1,8497.0,0.0,8497.0
O000430,4,P0085,1,3342.0,0.0,3342.0
O000431,1,P0100,3,17072.0,2560.8,14511.2
O000431,2,P0008,1,40335.0,0.0,40335.0
O000431,3,P0002,1,4422.0,0.0,4422.0
O000432,1,P0044,1,42878.0,8575.6,34302.4
O000432,2,P0068,1,1096.0,164.4,931.6
O000432,3,P0027,2,12202.0,0.0,12202.0
O000432,4,P0104,3,1443.0,288.6,1154.4
O000432,5,P0019,1,19838.0,0.0,19838.0
O000433,1,P0068,1,1096.0,54.8,1041.2
O000433,2,P0042,1,3764.0,0.0,3764.0
O000433,3,P0031,1,273.0,40.95,232.05
O000433,4,P0004,2,1954.0,0.0,1954.0
O000433,5,P0067,1,2163.0,0.0,2163.0
O000434,1,P0046,1,413.0,41.3,371.7
O000434,2,P0120,1,3461.0,346.1,3114.9
O000434,3,P0033,1,13346.0,2669.2,10676.8
O000434,4,P0091,1,4351.0,870.2,3480.8
O000434,5,P0004,1,1954.0,390.8,1563.2
O000435,1,P0049,1,13599.0,679.95,12919.05
O000436,1,P0003,2,2217.0,0.0,2217.0
O000437,1,P0005,1,26727.0,4009.05,22717.95
O000438,1,P0023,1,3542.0,531.3,3010.7
O000438,2,P0073,3,2802.0,700.5,2101.5
O000438,3,P0045,2,873.0,218.25,654.75
O000438,4,P0028,1,1432.0,71.6,1360.4
O000439,1,P0091,2,4351.0,1087.75,3263.25
O000439,2,P0115,1,1419.0,141.9,1277.1
O000439,3,P0107,1,11972.0,0.0,11972.0
O000439,4,P0117,1,1402.0,210.3,1191.7
O000439,5,P0092,1,1619.0,0.0,1619.0
O000440,1,P0026,1,11042.0,2208.4,8833.6
O000440,2,P0102,1,18580.0,0.0,18580.0
O000440,3,P0101,1,563.0,0.0,563.0
O000441,1,P0047,1,14456.0,722.8,13733.2
O000441,2,P0008,1,40335.0,6050.25,34284.75
O000441,3,P0105,2,5260.0,0.0,5260.0
O000441,4,P0078,1,8785.0,0.0,8785.0
O000442,1,P0025,1,9332.0,0.0,9332.0
O000442,2,P0113,2,14720.0,2208.0,12512.0
O000442,3,P0044,1,42878.0,10719.5,32158.5
O000443,1,P0082,1,19266.0,4816.5,14449.5
O000443,2,P0077,1,1721.0,258.15,1462.85
O000443,3,P0120,1,3461.0,0.0,3461.0
O000443,4,P0096,1,2631.0,0.0,2631.0
O000444,1,P0044,1,42878.0,2143.9,40734.1
O000444,2,P0077,1,1721.0,258.15,1462.85
O000444,3,P0119,1,15371.0,768.55,14602.45
O000445,1,P0095,1,1968.0,196.8,1771.2
O000445,2,P0109,1,12274.0,3068.5,9205.5
O000445,3,P0074,1,65786.0,0.0,65786.0
O000445,4,P0075,3,3860.0,193.0,3667.0
O000446,1,P0068,1,1096.0,0.0,1096.0
O000446,2,P0007,1,4806.0,1201.5,3604.5
O000447,1,P0025,1,9332.0,1399.8,7932.2
O000447,2,P0075,1,3860.0,386.0,3474.0
O000447,3,P0120,2,3461.0,0.0,3461.0
O000448,1,P0046,1,413.0,103.25,309.75
O000448,2,P0029,1,1848.0,0.0,1848.0
O000448,3,P0020,1,1902.0,190.2,1711.8
O000448,4,P0011,1,2875.0,431.25,2443.75
O000448,5,P0073,2,2802.0,560.4,2241.6
O000449,1,P0099,1,81251.0,0.0,81251.0
O000449,2,P0092,1,1619.0,161.9,1457.1
O000449,3,P0086,2,1905.0,285.75,1619.25
O000450,1,P0036,1,68685.0,6868.5,61816.5
O000450,2,P0084,1,33279.0,0.0,33279.0
O000450,3,P0049,1,13599.0,3399.75,10199.25
O000450,4,P0085,1,3342.0,0.0,3342.0
O000451,1,P0001,2,71818.0,0.0,71818.0
O000451,2,P0063,1,8616.0,1292.4,7323.6
O000451,3,P0005,1,26727.0,0.0,26727.0
O000451,4,P0078,1,8785.0,1757.0,7028.0
O000452,1,P0008,1,40335.0,6050.25,34284.75
O000452,2,P0068,1,1096.0,0.0,1096.0
O000452,3,P0029,1,1848.0,277.2,1570.8
O000452,4,P0101,1,563.0,84.45,478.55
O000453,1,P0049,2,13599.0,2719.8,10879.2
O000453,2,P0108,1,1571.0,392.75,1178.25
O000453,3,P0099,1,81251.0,4062.55,77188.45
O000453,4,P0035,1,3213.0,0.0,3213.0
O000454,1,P0113,1,14720.0,2208.0,12512.0
O000454,2,P0059,2,7335.0,0.0,7335.0
O000454,3,P0041,1,1356.0,339.0,1017.0
O000454,4,P0004,1,1954.0,293.1,1660.9
O000454,5,P0009,1,699.0,0.0,699.0
O000455,1,P0046,1,413.0,0.0,413.0
O000455,2,P0083,1,3339.0,0.0,3339.0
O000455,3,P0109,1,12274.0,3068.5,9205.5
O000455,4,P0003,1,2217.0,332.55,1884.45
O000456,1,P0120,1,3461.0,0.0,3461.0
O000456,2,P0080,1,1759.0,0.0,1759.0
O000456,3,P0037,3,9916.0,0.0,9916.0
O000456,4,P0061,1,55744.0,11148.8,44595.2
O000457,1,P0003,1,2217.0,221.7,1995.3
O000458,1,P0054,1,151.0,0.0,151.0
O000459,1,P0116,1,8882.0,0.0,8882.0
O000459,2,P0090,1,7615.0,761.5,6853.5
O000460,1,P0090,1,7615.0,1142.25,6472.75
O000461,1,P0092,1,1619.0,404.75,1214.25
O000461,2,P0055,1,24505.0,0.0,24505.0
O000462,1,P0097,2,14550.0,0.0,14550.0
O000462,2,P0048,2,21164.0,4232.8,16931.2
O000462,3,P0091,1,4351.0,652.65,3698.35
O000463,1,P0091,1,4351.0,0.0,4351.0
O000464,1,P0021,1,967.0,241.75,725.25
O000464,2,P0103,1,9427.0,2356.75,7070.25
O000464,3,P0055,1,24505.0,1225.25,23279.75
O000464,4,P0064,1,9646.0,1929.2,7716.8
O000464,5,P0041,1,1356.0,0.0,1356.0
O000465,1,P0119,2,15371.0,768.55,14602.45
O000465,2,P0067,3,2163.0,432.6,1730.4
O000465,3,P0009,1,699.0,174.75,524.25
O000466,1,P0064,1,9646.0,2411.5,7234.5
O000466,2,P0060,1,1117.0,279.25,837.75
O000466,3,P0066,1,6476.0,0.0,6476.0
O000466,4,P0047,1,14456.0,0.0,14456.0
O000466,5,P0101,1,563.0,84.45,478.55
O000467,1,P0036,1,68685.0,6868.5,61816.5
O000468,1,P0058,1,5583.0,1116.6,4466.4
O000468,2,P0094,1,3152.0,472.8,2679.2
O000468,3,P0107,1,11972.0,598.6,11373.4
O000468,4,P0032,2,620.0,0.0,620.0
O000469,1,P0112,1,4364.0,1091.0,3273.0
O000469,2,P0104,2,1443.0,144.3,1298.7
O000470,1,P0091,1,4351.0,0.0,4351.0
O000470,2,P0074,1,65786.0,6578.6,59207.4
O000470,3,P0036,1,68685.0,10302.75,58382.25
O000471,1,P0071,1,1579.0,315.8,1263.2
O000472,1,P0074,2,65786.0,0.0,65786.0
O000472,2,P0053,1,4256.0,0.0,4256.0
O000472,3,P0046,1,413.0,0.0,413.0
O000472,4,P0117,1,1402.0,70.1,1331.9
O000472,5,P0031,1,273.0,27.3,245.7
O000473,1,P0058,1,5583.0,0.0,5583.0
O000473,2,P0037,1,9916.0,1487.4,8428.6
O000474,1,P0109,1,12274.0,1841.1,10432.9
O000474,2,P0007,1,4806.0,0.0,4806.0
O000475,1,P0113,2,14720.0,3680.0,11040.0
O000475,2,P0005,1,26727.0,6681.75,20045.25
O000475,3,P0117,3,1402.0,140.2,1261.8
O000476,1,P0116,2,8882.0,444.1,8437.9
O000476,2,P0027,1,12202.0,610.1,11591.9
O000476,3,P0011,1,2875.0,143.75,2731.25
O000476,4,P0046,1,413.0,103.25,309.75
O000477,1,P0119,2,15371.0,1537.1,13833.9
O000477,2,P0043,1,2747.0,686.75,2060.25
O000477,3,P0115,1,1419.0,354.75,1064.25
O000478,1,P0068,1,1096.0,219.2,876.8
O000478,2,P0063,2,8616.0,2154.0,6462.0
O000478,3,P0075,1,3860.0,386.0,3474.0
O000479,1,P0071,2,1579.0,0.0,1579.0
O000480,1,P0014,1,1427.0,0.0,1427.0
O000480,2,P0112,1,4364.0,0.0,4364.0
O000480,3,P0079,2,650.0,65.0,585.0
O000480,4,P0042,1,3764.0,0.0,3764.0
O000481,1,P0077,1,1721.0,0.0,1721.0
O000481,2,P0095,1,1968.0,0.0,1968.0
O000481,3,P0015,1,1188.0,237.6,950.4
O000481,4,P0028,1,1432.0,0.0,1432.0
O000481,5,P0080,1,1759.0,0.0,1759.0
O000482,1,P0047,1,14456.0,0.0,14456.0
O000482,2,P0012,2,8277.0,0.0,8277.0
O000482,3,P0106,3,11168.0,0.0,11168.0
O000483,1,P0084,2,33279.0,8319.75,24959.25
O000483,2,P0108,3,1571.0,0.0,1571.0
O000484,1,P0049,1,13599.0,0.0,13599.0
O000484,2,P0007,1,4806.0,0.0,4806.0
O000485,1,P0014,2,1427.0,0.0,1427.0
O000485,2,P0096,1,2631.0,263.1,2367.9
O000485,3,P0047,1,14456.0,1445.6,13010.4
O000485,4,P0037,1,9916.0,0.0,9916.0
O000485,5,P0038,1,73655.0,7365.5,66289.5
O000486,1,P0072,1,14849.0,0.0,14849.0
O000486,2,P0089,2,12354.0,2470.8,9883.2
O000486,3,P0015,2,1188.0,59.4,1128.6
O000486,4,P0094,2,3152.0,630.4,2521.6
O000487,1,P0003,2,2217.0,332.55,1884.45
O000487,2,P0024,2,66.0,9.9,56.1
O000487,3,P0117,1,1402.0,140.2,1261.8
O000487,4,P0055,1,24505.0,0.0,24505.0
O000488,1,P0040,2,8368.0,836.8,7531.2
O000489,1,P0073,1,2802.0,0.0,2802.0
O000489,2,P0117,2,1402.0,0.0,1402.0
O000489,3,P0039,1,8497.0,0.0,8497.0
O000489,4,P0114,1,11162.0,1674.3,9487.7
O000490,1,P0088,2,4772.0,0.0,4772.0
O000491,1,P0088,2,4772.0,477.2,4294.8
O000491,2,P0015,1,1188.0,237.6,950.4
O000491,3,P0022,1,13558.0,0.0,13558.0
O000491,4,P0018,1,73251.0,14650.2,58600.8
O000492,1,P0070,1,1118.0,223.6,894.4
O000492,2,P0013,2,5453.0,0.0,5453.0
O000492,3,P0043,1,2747.0,137.35,2609.65
O000492,4,P0094,1,3152.0,630.4,2521.6
O000493,1,P0050,1,27362.0,6840.5,20521.5
O000493,2,P0113,1,14720.0,2944.0,11776.0
O000493,3,P0111,3,1507.0,0.0,1507.0
O000494,1,P0098,1,1719.0,0.0,1719.0
O000494,2,P0042,1,3764.0,564.6,3199.4
O000494,3,P0026,1,11042.0,552.1,10489.9
O000494,4,P0102,2,18580.0,0.0,18580.0
O000495,1,P0008,1,40335.0,4033.5,36301.5
O000495,2,P0098,1,1719.0,257.85,1461.15
O000495,3,P0036,1,68685.0,13737.0,54948.0
O000495,4,P0053,1,4256.0,638.4,3617.6
O000495,5,P0024,1,66.0,0.0,66.0
O000496,1,P0048,1,21164.0,5291.0,15873.0
O000497,1,P0092,2,1619.0,0.0,1619.0
O000497,2,P0060,1,1117.0,0.0,1117.0
O000497,3,P0054,1,151.0,0.0,151.0
O000497,4,P0111,2,1507.0,150.7,1356.3
O000497,5,P0020,1,1902.0,285.3,1616.7
O000498,1,P0034,2,1724.0,86.2,1637.8
O000498,2,P0104,1,1443.0,0.0,1443.0
O000498,3,P0117,3,1402.0,0.0,1402.0
O000498,4,P0054,1,151.0,0.0,151.0
O000498,5,P0017,2,3533.0,883.25,2649.75
O000499,1,P0071,1,1579.0,0.0,1579.0
O000499,2,P0109,1,12274.0,2454.8,9819.2
O000500,1,P0046,1,413.0,61.95,351.05
O000500,2,P0063,3,8616.0,861.6,7754.4
O000500,3,P0098,1,1719.0,0.0,1719.0
O000500,4,P0049,1,13599.0,2719.8,10879.2
O000501,1,P0012,1,8277.0,0.0,8277.0
O000501,2,P0003,1,2217.0,110.85,2106.15
O000501,3,P0044,2,42878.0,2143.9,40734.1
O000501,4,P0039,1,8497.0,0.0,8497.0
O000501,5,P0025,1,9332.0,933.2,8398.8
O000502,1,P0057,1,1050.0,210.0,840.0
O000502,2,P0065,1,651.0,0.0,651.0
O000502,3,P0092,1,1619.0,242.85,1376.15
O000503,1,P0024,1,66.0,0.0,66.0
O000504,1,P0104,1,1443.0,0.0,1443.0
O000504,2,P0081,1,5436.0,0.0,5436.0
O000504,3,P0026,2,11042.0,1656.3,9385.7
O000504,4,P0114,1,11162.0,1674.3,9487.7
O000505,1,P0065,2,651.0,97.65,553.35
O000505,2,P0101,1,563.0,0.0,563.0
O000505,3,P0059,1,7335.0,0.0,7335.0
O000505,4,P0015,1,1188.0,237.6,950.4
O000506,1,P0086,1,1905.0,476.25,1428.75
O000506,2,P0092,2,1619.0,80.95,1538.05
O000506,3,P0057,1,1050.0,210.0,840.0
O000507,1,P0040,1,8368.0,2092.0,6276.0
O000508,1,P0096,1,2631.0,657.75,1973.25
O000508,2,P0060,1,1117.0,0.0,1117.0
O000508,3,P0109,1,12274.0,2454.8,9819.2
O000508,4,P0038,1,73655.0,3682.75,69972.25
O000509,1,P0080,2,1759.0,263.85,1495.15
O000510,1,P0046,2,413.0,82.6,330.4
O000510,2,P0029,2,1848.0,0.0,1848.0
O000511,1,P0006,1,1703.0,340.6,1362.4
O000511,2,P0068,1,1096.0,164.4,931.6
O000511,3,P0045,1,873.0,218.25,654.75
O000512,1,P0055,1,24505.0,3675.75,20829.25
O000512,2,P0070,1,1118.0,0.0,1118.0
O000513,1,P0080,1,1759.0,0.0,1759.0
O000513,2,P0018,1,73251.0,3662.55,69588.45
O000513,3,P0012,1,8277.0,1241.55,7035.45
O000513,4,P0107,1,11972.0,0.0,11972.0
O000514,1,P0077,1,1721.0,86.05,1634.95
O000514,2,P0065,2,651.0,162.75,488.25
O000514,3,P0039,1,8497.0,0.0,8497.0
O000514,4,P0006,1,1703.0,340.6,1362.4
O000515,1,P0001,1,71818.0,17954.5,53863.5
O000515,2,P0015,1,1188.0,297.0,891.0
O000515,3,P0017,1,3533.0,0.0,3533.0
O000515,4,P0002,1,4422.0,1105.5,3316.5
O000516,1,P0096,1,2631.0,131.55,2499.45
O000516,2,P0083,3,3339.0,0.0,3339.0
O000517,1,P0096,1,2631.0,0.0,2631.0
O000517,2,P0061,1,55744.0,0.0,55744.0
O000517,3,P0105,2,5260.0,1052.0,4208.0
O000518,1,P0024,1,66.0,0.0,66.0
O000518,2,P0116,1,8882.0,1776.4,7105.6
O000518,3,P0087,1,14136.0,3534.0,10602.0
O000518,4,P0011,1,2875.0,718.75,2156.25
O000518,5,P0107,1,11972.0,2394.4,9577.6
O000519,1,P0038,3,73655.0,11048.25,62606.75
O000519,2,P0093,2,3180.0,0.0,3180.0
O000519,3,P0081,2,5436.0,1087.2,4348.8
O000519,4,P0015,1,1188.0,0.0,1188.0
O000519,5,P0065,1,651.0,130.2,520.8
O000520,1,P0092,1,1619.0,0.0,1619.0
O000520,2,P0114,2,11162.0,2790.5,8371.5
O000520,3,P0029,1,1848.0,462.0,1386.0
O000521,1,P0075,1,3860.0,0.0,3860.0
O000522,1,P0032,1,620.0,0.0,620.0
O000522,2,P0038,1,73655.0,14731.0,58924.0
O000522,3,P0073,1,2802.0,280.2,2521.8
O000522,4,P0008,3,40335.0,8067.0,32268.0
O000522,5,P0059,1,7335.0,1833.75,5501.25
O000523,1,P0037,2,9916.0,495.8,9420.2
O000523,2,P0054,1,151.0,15.1,135.9
O000524,1,P0021,1,967.0,48.35,918.65
O000524,2,P0057,1,1050.0,105.0,945.0
O000524,3,P0004,1,1954.0,97.7,1856.3
O000525,1,P0115,1,1419.0,70.95,1348.05
O000525,2,P0083,1,3339.0,667.8,2671.2
O000525,3,P0015,1,1188.0,0.0,1188.0
O000525,4,P0078,1,8785.0,2196.25,6588.75
O000526,1,P0043,1,2747.0,549.4,2197.6
O000526,2,P0107,1,11972.0,1795.8,10176.2
O000526,3,P0093,1,3180.0,477.0,2703.0
O000526,4,P0072,1,14849.0,3712.25,11136.75
O000527,1,P0092,1,1619.0,323.8,1295.2
O000527,2,P0069,3,4733.0,236.65,4496.35
O000527,3,P0006,1,1703.0,255.45,1447.55
O000527,4,P0094,1,3152.0,472.8,2679.2
O000527,5,P0112,2,4364.0,1091.0,3273.0
O000528,1,P0075,2,3860.0,0.0,3860.0
O000528,2,P0030,1,10734.0,536.7,10197.3
O000528,3,P0054,2,151.0,7.55,143.45
O000528,4,P0059,1,7335.0,733.5,6601.5
O000529,1,P0032,1,620.0,0.0,620.0
O000529,2,P0040,1,8368.0,0.0,8368.0
O000529,3,P0106,1,11168.0,1675.2,9492.8
O000529,4,P0071,1,1579.0,157.9,1421.1
O000529,5,P0024,1,66.0,9.9,56.1
O000530,1,P0018,3,73251.0,0.0,73251.0
O000530,2,P0002,2,4422.0,1105.5,3316.5
O000531,1,P0088,2,4772.0,954.4,3817.6
O000531,2,P0085,1,3342.0,167.1,3174.9
O000531,3,P0028,3,1432.0,214.8,1217.2
O000531,4,P0092,1,1619.0,80.95,1538.05
O000531,5,P0101,1,563.0,140.75,422.25
O000532,1,P0091,1,4351.0,0.0,4351.0
O000532,2,P0052,1,63069.0,9460.35,53608.65
O000532,3,P0034,1,1724.0,172.4,1551.6
O000532,4,P0062,3,4304.0,860.8,3443.2
O000533,1,P0105,2,5260.0,263.0,4997.0
O000533,2,P0054,1,151.0,0.0,151.0
O000533,3,P0118,1,2927.0,439.05,2487.95
O000534,1,P0024,2,66.0,13.2,52.8
O000534,2,P0085,2,3342.0,0.0,3342.0
O000535,1,P0110,1,1333.0,266.6,1066.4
O000535,2,P0035,1,3213.0,0.0,3213.0
O000535,3,P0053,1,4256.0,0.0,4256.0
O000536,1,P0119,1,15371.0,3074.2,12296.8
O000536,2,P0092,1,1619.0,323.8,1295.2
O000537,1,P0111,1,1507.0,150.7,1356.3
O000537,2,P0055,1,24505.0,0.0,24505.0
O000538,1,P0023,1,3542.0,531.3,3010.7
O000538,2,P0008,1,40335.0,0.0,40335.0
O000538,3,P0101,1,563.0,56.3,506.7
O000539,1,P0118,1,2927.0,146.35,2780.65
O000539,2,P0010,3,7032.0,0.0,7032.0
O000539,3,P0046,1,413.0,0.0,413.0
O000539,4,P0079,1,650.0,0.0,650.0
O000540,1,P0114,2,11162.0,2232.4,8929.6
O000540,2,P0042,1,3764.0,752.8,3011.2
O000540,3,P0078,2,8785.0,878.5,7906.5
O000541,1,P0048,1,21164.0,4232.8,16931.2
O000541,2,P0089,2,12354.0,617.7,11736.3
O000541,3,P0003,1,2217.0,443.4,1773.6
O000542,1,P0070,1,1118.0,0.0,1118.0
O000542,2,P0099,1,81251.0,16250.2,65000.8
O000542,3,P0029,1,1848.0,92.4,1755.6
O000542,4,P0114,1,11162.0,1674.3,9487.7
